town_name,loan_amount_000s,applicant_income_000s,occupied_by_owner,loan_purpose_name,loan_approved,denial_reason,co_applicant_sex,co_applicant_race,applicant_sex,applicant_race,applicant_ethnicity
Coronado,3234.1259924450924,573.8946983223094,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,3963.203618353023,533.9671247251938,1,Home purchase,0,Credit application incomplete,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3894.822935829221,523.8586214480938,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,3094.9058931564377,505.24186667718305,1,Home purchase,0,Employment history,Male,White,Female,White,Not Hispanic or Latino
Coronado,3076.271608275717,402.55946741214746,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,3479.813541354421,555.4537987784403,1,Home purchase,1,,Male,Black or African American,Male,White,Not applicable
Coronado,2101.9396646518917,273.39346908045263,1,Home purchase,1,,Female,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2228.1512824829724,486.0653975297646,1,Home purchase,0,Debt-to-income ratio,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3307.023674330966,428.1707371525523,0,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3433.3461276118737,252.5591510127638,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,1004.3159440328959,467.6924509856497,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3146.108840436211,299.8159754509646,1,Home purchase,1,,Female,White,Male,Asian,Not Hispanic or Latino
Coronado,1308.6949179767048,250.5245660543965,1,Home purchase,0,Other,Female,White,Male,White,Not Hispanic or Latino
Coronado,3377.4427799330924,494.5702510100968,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,2068.087510613443,613.7026100349746,1,Refinancing,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3152.496530935316,570.3737268947523,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,3590.890205856456,437.97196805912745,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Coronado,2810.5168439466365,397.78728098881635,1,Home purchase,0,Credit application incomplete,Male,White,Female,White,Not Hispanic or Latino
Coronado,3794.1433768813986,229.11383400378287,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,4352.4423782843105,603.5732240378325,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3562.4035989272866,735.220156342674,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,1955.466963984902,447.8416002361988,0,Home purchase,0,Credit history,Female,White,Male,White,Not Hispanic or Latino
Coronado,843.7518489368672,548.5739944675142,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,3419.2895607773285,500.11795027409573,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,3366.9653141028707,554.9765772405043,1,Home purchase,0,Credit history,Male,White,Male,White,Not Hispanic or Latino
Coronado,2594.9149934644333,470.03814300665096,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Hispanic or Latino
Coronado,2214.124877635818,428.9940972081752,1,Home purchase,1,,Male,Asian,Female,White,Not Hispanic or Latino
Coronado,3150.0426484462446,625.2839410524017,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3067.984390392649,535.2142400973285,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3858.5901285200525,596.5334587155587,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,1823.6065999471582,502.93971628563907,1,Home improvement,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Coronado,3189.82517557681,401.0810698657617,1,Home purchase,0,Credit history,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,4408.009899151873,533.0751948332536,0,Home improvement,1,,Male,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2776.761218565417,597.3237100716169,1,Refinancing,1,,Male,White,Female,White,Hispanic or Latino
Coronado,2800.549114029628,641.6320352250309,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,3136.664470203396,330.82611176253897,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Female,Asian,Not Hispanic or Latino
Coronado,4404.84782828837,371.70162606769577,1,Home purchase,0,Mortgage insurance denied,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,2766.602661152201,733.9571540876368,1,Home purchase,1,,Male,White,Male,Asian,Not Hispanic or Latino
Coronado,2627.144359830326,536.5449740139502,1,Home purchase,1,,No co-applicant,No co-applicant,Female,Multiracial,Not Hispanic or Latino
Coronado,4399.926688257199,370.1392879797981,1,Refinancing,1,,Female,White,Male,White,Not applicable
Coronado,3618.0974266899925,688.052171142632,1,Home purchase,0,Debt-to-income ratio,Female,Asian,Male,White,Not Hispanic or Latino
Coronado,2019.8494499749593,582.8850780535978,1,Refinancing,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3259.434575816936,596.1810991727796,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,3492.773164323158,615.8677874239226,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,2929.8033252818914,359.5430855812044,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,1781.6415579618645,516.0688517279616,1,Home purchase,0,Mortgage insurance denied,Male,White,Female,White,Not applicable
Coronado,2653.495060864671,173.5556776200936,1,Home purchase,0,Credit history,Female,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2678.4413067919404,398.7886349315248,1,Home purchase,1,,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3953.425732608247,364.97508069994535,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4270.559441152984,541.0059740716646,1,Home purchase,0,Mortgage insurance denied,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,3545.3095184393546,725.9485165948764,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,2196.8830649236547,670.5908836551132,1,Home purchase,0,Credit history,Male,White,Male,White,Not Hispanic or Latino
Coronado,4873.256731498015,525.7312263159366,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2253.3339106509993,316.8123090384564,1,Home purchase,1,,Female,White,Female,White,Hispanic or Latino
